CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,CLV,Segment
651,0,24,7,40224.7,1,1,1,178341.33,0,True,False,116332.59663613519,Medium Value
673,0,43,5,168069.73,1,1,1,146992.24,1,False,False,112495.01327202776,Medium Value
652,1,36,1,0.0,2,1,1,151314.98,0,False,False,56270.59195652187,Low Value
584,1,47,7,130538.77,1,1,0,92915.84,0,True,False,89479.95156115596,Low Value
756,1,37,3,132623.6,1,1,1,58974.0,0,False,False,118574.8222558586,Medium Value
670,0,35,3,103465.02,2,1,1,174627.06,0,False,False,102205.43927754028,Medium Value
765,0,50,9,126547.8,1,1,1,79579.94,1,False,False,104200.98380003571,Medium Value
528,1,30,2,128262.72,2,1,0,50771.16,0,False,False,95841.03318829462,Low Value
701,1,40,5,169742.64,1,1,1,153537.55,1,False,False,91481.30774163638,Low Value
797,0,29,1,0.0,2,1,1,132975.39,0,False,False,80287.52167375151,Low Value
639,1,27,3,150795.81,1,0,1,85208.93,0,True,False,93670.87806098156,Low Value
785,0,61,4,129855.72,2,1,0,170214.82,1,False,True,78871.78267258542,Low Value
363,0,28,6,146098.43,3,1,0,100615.14,1,False,True,99585.54920971044,Low Value
764,0,24,7,0.0,2,1,0,186105.99,0,False,False,68176.31479761997,Low Value
676,0,43,2,0.0,1,1,1,55119.53,0,False,False,68522.47805552479,Low Value
718,1,28,4,65643.3,1,1,0,28760.99,0,True,False,72070.91001287983,Low Value
590,0,34,6,0.0,2,1,0,171021.44,0,False,True,83550.73705300578,Low Value
584,1,38,9,104584.16,1,1,0,176678.72,0,False,False,108525.68320877594,Medium Value
645,1,41,7,0.0,1,0,1,28667.56,0,False,False,98556.38755968612,Low Value
772,1,30,6,99785.28,2,0,0,197238.03,0,True,False,113236.09363177489,Medium Value
399,1,46,2,127655.22,1,1,0,139994.68,1,True,False,45358.38230649698,Low Value
529,1,22,5,0.0,1,1,0,151169.83,0,False,False,58442.363236387406,Low Value
463,1,35,2,101257.16,1,1,1,118113.64,0,False,False,93812.12674843665,Low Value
630,0,40,7,0.0,2,1,1,34453.17,0,False,False,95524.44764390845,Low Value
780,1,76,10,121313.88,1,0,1,64872.33,0,False,False,135009.8798944466,Medium Value
584,1,32,5,0.0,2,1,0,10956.82,0,False,True,57702.37254631894,Low Value
752,1,30,4,81523.38,1,1,1,36885.85,0,True,False,88211.16938938863,Low Value
697,0,47,6,128252.66,1,1,1,168053.4,0,False,False,104305.61753840369,Medium Value
850,0,32,7,0.0,2,0,0,155227.0,0,False,False,109804.00091824327,Medium Value
711,1,51,7,0.0,3,1,0,38409.79,1,False,False,52762.032775304586,Low Value
452,0,32,5,0.0,2,0,1,75279.39,0,False,False,74160.31322644911,Low Value
610,1,42,6,0.0,2,1,0,158302.59,1,False,True,43431.21641316963,Low Value
694,0,22,4,0.0,2,1,1,11525.72,0,False,False,94208.1213233333,Low Value
579,1,33,6,0.0,1,1,0,94993.04,1,False,True,31988.325460495664,Low Value
745,0,54,8,0.0,1,1,0,173912.29,1,False,True,67369.3964720848,Low Value
572,1,33,5,0.0,1,0,1,41139.05,0,False,False,63867.674509073586,Low Value
505,1,29,3,145541.56,2,1,1,58019.95,0,True,False,119180.36474668562,Medium Value
706,0,23,5,0.0,1,0,0,164128.41,1,False,False,28132.971760882916,Low Value
693,1,44,5,124601.58,2,1,1,46998.13,1,True,False,124686.15713328065,Medium Value
725,0,33,7,115182.84,2,1,1,177279.41,0,True,False,121691.19057164586,Medium Value
791,1,37,2,163789.49,2,1,0,75832.53,0,False,False,112324.20692272435,Medium Value
536,1,46,1,65733.41,1,1,0,61094.53,0,False,False,62806.45857118518,Low Value
699,1,47,1,0.0,2,0,1,30117.44,0,False,True,76738.28676941797,Low Value
500,0,47,8,128486.11,1,1,0,179227.12,0,False,True,103521.74369346749,Medium Value
707,0,53,6,109663.47,1,1,1,52110.45,0,False,True,110056.3412031989,Medium Value
531,0,42,6,88324.31,2,1,0,75248.75,0,True,False,96458.49446374932,Low Value
557,0,28,7,146445.24,2,1,0,184317.74,0,False,False,119837.35278045814,Medium Value
659,0,38,3,0.0,2,1,0,158553.1,0,False,False,77596.67340153891,Low Value
575,0,31,6,0.0,2,1,1,95686.42,0,False,True,117953.73281909621,Medium Value
775,1,36,2,109949.05,2,0,1,71682.54,0,True,False,104163.134179906,Medium Value
772,1,30,4,78653.05,1,1,0,1790.48,0,False,True,60160.837445051075,Low Value
587,1,46,9,107850.82,1,1,0,139431.0,1,True,False,79300.08501978495,Low Value
667,0,39,4,83765.35,2,1,0,118358.54,0,True,False,123289.15165185183,Medium Value
771,0,66,7,143773.07,1,1,1,130827.88,0,False,False,120917.47998436324,Medium Value
523,1,63,6,116227.27,1,1,1,119404.63,0,True,False,129925.22246532883,Medium Value
662,1,33,0,103471.52,1,1,1,162703.0,0,True,False,107796.5553689173,Medium Value
717,1,42,5,0.0,2,1,0,172665.21,0,False,False,70207.54949950406,Low Value
746,1,24,3,137492.35,2,0,1,170142.09,0,False,False,132603.33855022333,Medium Value
569,1,28,7,0.0,2,1,0,73977.23,0,False,False,96107.84867754245,Low Value
579,1,36,9,129829.59,1,1,1,60906.12,0,False,False,121566.99710815017,Medium Value
519,0,21,1,146329.57,2,1,1,194867.27,0,False,False,111132.00607877166,Medium Value
696,1,30,4,114027.7,1,1,1,193716.56,0,True,False,102768.24743261628,Medium Value
693,1,25,6,146580.69,1,0,1,14633.35,0,True,False,107826.8464316856,Medium Value
587,0,38,0,132122.42,2,0,0,31730.32,0,True,False,75256.15985920791,Low Value
626,0,44,10,81553.93,1,1,0,20063.63,1,False,False,58982.362398852914,Low Value
666,0,66,7,0.0,2,1,1,99792.82,0,False,False,99112.7144191107,Low Value
512,1,24,6,0.0,2,1,0,37654.31,0,False,False,59850.493627296295,Low Value
689,0,28,3,0.0,2,1,1,192449.02,0,False,True,89151.39174148897,Low Value
803,0,26,4,0.0,2,1,1,181208.47,0,False,False,75073.59104555647,Low Value
548,1,32,5,175214.71,1,1,1,155165.61,0,True,False,128773.30598657348,Medium Value
588,0,40,10,125534.51,1,1,0,121504.18,1,True,False,98828.17753930709,Low Value
693,1,68,4,97705.99,1,1,1,61569.07,0,False,False,75871.61228914253,Low Value
499,0,55,4,126817.65,2,1,0,123269.71,0,True,False,103696.40923817088,Medium Value
628,0,46,1,46870.43,4,1,0,31272.14,1,False,False,80402.63390967951,Low Value
624,1,46,3,0.0,2,1,1,62825.03,0,False,True,64565.308975705535,Low Value
733,1,42,9,120094.93,1,1,0,184056.45,0,False,False,135315.70704205244,Medium Value
628,0,38,3,0.0,2,1,1,48924.73,0,False,False,83681.21731239255,Low Value
633,0,33,3,0.0,2,1,0,191111.02,0,False,False,58040.29853089909,Low Value
559,0,36,1,104356.94,2,0,1,54184.06,0,True,False,96806.07666810753,Low Value
704,1,27,5,147004.34,1,1,0,64381.33,1,True,False,81964.39135026067,Low Value
744,1,38,6,73023.17,2,1,0,78770.86,0,True,False,99517.38669694893,Low Value
665,0,40,1,173432.55,1,0,1,116766.79,0,False,True,116176.85750935643,Medium Value
638,0,42,7,165679.92,1,0,0,32916.29,0,False,False,99474.9460830476,Low Value
837,1,31,9,104678.62,1,0,1,50972.6,0,False,True,128965.24748843294,Medium Value
534,0,55,8,116973.26,3,1,0,122066.5,1,False,False,85358.59883714023,Low Value
548,0,36,3,0.0,1,1,0,65996.9,0,False,False,44441.16326381559,Low Value
837,1,38,2,126732.85,1,1,1,79577.38,0,True,False,94005.40150242252,Low Value
658,0,44,6,148481.09,1,1,0,130529.13,0,False,False,97225.5110889228,Low Value
554,0,38,4,137654.05,2,1,1,172629.67,0,False,False,138809.43890252523,Medium Value
724,1,30,7,115315.04,1,1,0,15216.53,0,True,False,111560.59384713124,Medium Value
723,1,42,2,99095.73,1,1,1,17512.53,0,False,False,98292.96305088612,Low Value
585,0,39,7,165610.41,2,0,0,131852.01,0,True,False,112657.24202392905,Medium Value
474,1,33,5,0.0,2,1,0,181945.52,1,False,False,40648.91940366238,Low Value
562,1,32,6,161628.66,1,1,0,91482.5,0,False,True,119656.49719975021,Medium Value
719,1,32,9,146605.27,1,1,1,77119.45,0,False,False,137642.85656367886,Medium Value
635,1,37,5,113488.68,1,1,0,95611.74,1,True,False,92753.25447978033,Low Value
743,1,42,7,77002.2,2,1,1,80428.42,0,False,False,126673.56687273248,Medium Value
681,1,67,7,0.0,2,0,1,163714.92,0,False,True,104045.18619788038,Medium Value
521,0,39,6,0.0,2,0,1,27375.15,0,False,False,83257.60842956998,Low Value
741,1,25,4,0.0,2,1,1,73873.65,0,False,True,89069.43685738738,Low Value
790,1,46,8,182364.53,1,0,0,139266.48,1,False,True,101683.08956343347,Medium Value
622,1,35,8,0.0,2,1,1,131772.51,0,False,False,111272.20452026308,Medium Value
669,1,45,7,149364.58,1,0,1,173454.07,0,False,False,142048.673001535,Medium Value
583,1,59,7,127450.14,1,0,1,67552.71,0,False,False,108012.2740739046,Medium Value
520,0,63,5,162278.32,1,1,1,34765.33,0,False,True,99493.74735730668,Low Value
579,1,37,5,152212.88,2,0,0,120219.14,0,False,True,90921.90752276045,Low Value
698,0,39,9,161993.89,1,0,0,90212.38,0,False,True,128198.68032295053,Medium Value
548,1,39,7,131468.44,1,1,0,164975.82,0,False,True,90105.79672591353,Low Value
672,1,40,10,102980.44,1,1,0,1285.81,1,True,False,54555.2684845702,Low Value
653,1,31,9,143321.97,1,1,0,83679.46,0,True,False,119836.27325437158,Medium Value
734,0,37,2,130404.92,1,0,0,34548.74,0,False,True,112699.32140919348,Medium Value
794,0,41,7,0.0,2,1,1,74275.08,0,False,False,101706.15226152129,Medium Value
641,1,30,2,87505.47,2,0,1,7278.57,0,False,False,107766.56369341971,Medium Value
824,1,30,0,133634.02,1,1,1,162053.92,0,False,False,102249.63470257077,Medium Value
534,0,33,3,151233.62,1,0,0,199336.63,0,False,True,91820.2029617063,Low Value
653,1,55,2,70263.83,1,0,1,62347.71,0,False,True,93492.69859585323,Low Value
498,1,34,5,0.0,2,1,1,91711.66,0,False,False,81121.1718697362,Low Value
683,1,30,10,57657.49,1,0,0,79240.9,0,False,False,99378.44096886284,Low Value
618,1,42,8,153572.31,2,1,1,76679.6,0,True,False,147303.80447435216,Medium Value
538,1,37,1,134752.08,1,1,0,162511.55,0,False,False,70629.95895628342,Low Value
643,1,34,3,83132.09,1,1,1,21360.88,0,False,True,100211.92859443827,Medium Value
428,0,31,2,0.0,2,1,0,54487.43,0,False,False,48175.9801196551,Low Value
593,0,32,9,134096.53,2,1,0,53931.05,1,True,False,88411.32848608587,Low Value
718,0,31,0,118100.59,2,1,0,103165.15,0,False,False,92608.88932284484,Low Value
811,1,52,10,76915.4,1,0,0,146359.81,1,True,False,72561.08861850755,Low Value
823,0,46,3,81576.75,1,1,1,28370.95,1,False,True,69250.50188842954,Low Value
645,1,49,2,0.0,2,0,0,10023.15,0,False,True,55331.49804026956,Low Value
710,1,33,10,118327.17,2,1,1,192928.82,0,False,False,162599.50718997893,High Value
591,1,30,8,124857.69,2,0,0,50485.7,0,False,True,121187.95999455944,Medium Value
748,0,27,2,90971.85,1,1,1,131662.47,0,True,False,93774.29329505828,Low Value
850,0,37,7,153147.75,1,1,1,152235.3,0,False,False,146383.97759040346,Medium Value
542,1,38,8,65942.26,1,1,1,68093.23,1,False,False,94814.05258820776,Low Value
809,1,38,3,0.0,2,1,1,80061.31,0,False,False,92384.17607622234,Low Value
675,1,54,2,0.0,1,1,0,149583.67,1,False,False,24107.578238120568,Low Value
607,0,27,5,100912.19,1,0,0,7631.27,0,False,True,66242.62921179809,Low Value
850,0,31,4,0.0,2,1,1,33082.81,0,False,False,76541.94844309552,Low Value
789,1,37,3,0.0,1,1,0,121883.87,1,False,False,27060.65834774399,Low Value
598,0,43,5,0.0,3,1,1,100722.72,1,False,False,68850.7623740886,Low Value
756,1,41,2,124439.49,2,0,1,47093.11,0,True,False,111075.12596417466,Medium Value
687,0,47,7,0.0,2,1,1,177624.01,0,False,False,103168.75949876528,Medium Value
724,1,40,6,0.0,2,0,0,106149.48,0,False,False,84970.29225228078,Low Value
700,0,44,2,58781.76,1,1,0,16874.92,0,False,False,60087.90426329091,Low Value
635,1,50,7,159453.64,2,0,0,54560.79,1,False,True,103387.47052591442,Medium Value
687,1,26,2,142721.52,1,1,1,153605.75,0,True,False,108263.94857772143,Medium Value
613,0,46,8,167795.6,1,0,1,44390.38,0,False,False,109268.78440375355,Medium Value
781,0,38,3,128345.69,2,1,0,63218.85,0,False,False,90785.52247417497,Low Value
703,1,20,3,165260.98,1,1,1,41626.78,0,False,True,112305.09493134063,Medium Value
593,0,62,3,118233.81,1,0,1,24765.53,1,True,False,57155.7510859067,Low Value
743,0,40,6,0.0,1,1,0,28280.8,1,False,False,45306.37675995446,Low Value
640,0,46,8,0.0,2,1,0,89043.19,0,False,True,102010.73758812436,Medium Value
849,1,37,7,143452.74,2,1,1,17294.12,0,True,False,156051.6742203678,High Value
778,1,38,3,145018.49,2,1,1,126702.41,0,False,False,124607.9591488375,Medium Value
539,0,38,8,82407.51,1,1,0,13123.41,0,True,False,105335.75284219942,Medium Value
489,1,28,1,79460.98,2,1,1,167973.63,0,True,False,94600.02908642533,Low Value
568,0,43,9,0.0,1,1,0,125870.79,1,False,True,44965.79994658353,Low Value
618,1,38,5,126473.99,1,1,0,91972.49,0,False,True,85506.78483750873,Low Value
710,0,30,10,133537.1,2,1,0,155593.74,0,True,False,130704.50136214247,Medium Value
625,1,52,5,164978.01,1,1,1,67788.49,0,False,False,116247.26057750527,Medium Value
682,1,46,7,128029.72,1,1,1,62615.35,0,False,True,122621.93026850585,Medium Value
727,1,43,2,97403.18,1,1,1,107415.02,1,False,True,71160.37897259838,Low Value
794,0,41,7,176845.41,3,1,0,166526.26,1,False,False,125022.31744184099,Medium Value
652,1,71,4,0.0,1,1,1,120107.1,0,False,True,78711.5420369562,Low Value
670,1,42,3,81589.04,1,1,0,188227.8,0,False,True,91701.79849743607,Low Value
460,0,40,6,119507.58,2,1,0,91560.63,1,True,False,89439.19722529588,Low Value
568,0,26,6,0.0,2,0,0,166495.2,0,False,True,58217.03237860116,Low Value
643,1,30,5,94443.77,1,1,1,165614.4,0,False,False,74997.77798117655,Low Value
521,1,37,2,0.0,2,1,1,86372.24,0,False,False,83738.72853487128,Low Value
615,1,32,7,92199.84,1,1,1,2755.53,0,False,False,89603.63201901494,Low Value
575,1,43,3,0.0,1,1,0,83594.51,0,False,True,44646.5955772878,Low Value
717,0,41,3,135756.96,1,1,1,103706.41,0,False,False,94662.84888728768,Low Value
648,0,54,9,120633.42,1,0,0,5924.38,1,False,False,58926.56754903977,Low Value
535,1,48,5,134542.73,1,1,1,58203.67,1,True,False,90617.66393845745,Low Value
626,1,29,7,0.0,2,1,0,49361.84,0,False,True,86516.33552363176,Low Value
611,1,52,7,0.0,1,0,1,73585.18,1,False,True,50977.28239127937,Low Value
734,1,39,6,0.0,1,1,1,95135.27,0,False,True,52400.90329426108,Low Value
709,1,49,4,154344.49,2,1,1,38794.57,0,False,False,121701.30662097021,Medium Value
591,1,43,3,0.0,2,0,1,198926.36,0,False,False,88170.70246483055,Low Value
664,1,43,9,189026.53,2,1,1,56099.86,0,False,False,140472.48397471046,Medium Value
431,1,37,0,120764.08,1,1,1,117023.08,0,False,False,85487.18463734987,Low Value
647,0,22,3,97975.82,2,0,1,62083.0,0,True,False,107036.83140992407,Medium Value
578,1,32,4,0.0,2,1,1,141822.8,0,False,False,91920.40999521306,Low Value
555,1,41,10,113270.2,2,1,1,185387.14,0,True,False,144326.10602096986,Medium Value
775,1,30,4,0.0,2,0,1,57461.13,0,False,True,76221.61790942133,Low Value
850,1,39,3,124548.99,2,1,1,120380.12,0,True,False,137847.78001997393,Medium Value
625,1,43,8,201696.07,1,1,0,133020.9,1,False,False,101493.38072367635,Medium Value
645,0,37,7,0.0,2,1,0,13589.93,0,False,True,76255.94272588083,Low Value
608,1,44,7,114203.47,1,1,1,77830.36,1,True,False,78746.97049112165,Low Value
689,0,31,4,0.0,2,1,1,136610.02,0,False,True,82993.01378570189,Low Value
652,1,50,8,125437.64,1,1,1,17160.94,1,True,False,85655.3442316772,Low Value
769,0,26,7,0.0,2,1,0,176843.53,0,False,False,85006.38848091893,Low Value
611,0,43,8,64897.75,1,1,0,114996.33,0,False,False,109463.72496170811,Medium Value
489,1,38,8,0.0,2,0,1,196990.79,0,False,False,84664.81788482371,Low Value
528,0,46,9,135555.66,1,1,0,133146.03,1,True,False,66614.68922547912,Low Value
632,1,44,3,107764.75,1,1,0,185667.72,0,False,False,101078.8827299233,Medium Value
429,0,27,6,117307.44,2,1,1,24020.49,0,False,False,114223.0186741776,Medium Value
457,1,41,8,73700.12,3,1,1,185750.02,1,False,False,100261.16153608101,Medium Value
768,0,44,6,60603.4,1,1,1,178045.97,0,False,True,117345.64704875291,Medium Value
715,0,35,4,40169.88,2,1,1,199857.47,0,False,True,95654.47872315763,Low Value
668,0,32,10,92041.87,1,1,1,43595.9,0,True,False,143803.67616256324,Medium Value
625,1,26,3,130483.95,1,1,0,122810.53,0,True,False,95183.03765607122,Low Value
846,0,41,5,0.0,3,1,0,3440.47,1,False,False,56354.68190225156,Low Value
661,0,42,3,0.0,2,1,0,35989.41,0,False,True,87079.27495918603,Low Value
571,0,23,10,151097.28,1,0,1,17163.75,0,False,False,126997.20932395993,Medium Value
582,0,46,8,67563.31,1,1,0,44506.09,1,False,True,69827.11486411169,Low Value
716,0,35,8,112808.18,1,0,1,17848.3,0,False,False,123403.7333648779,Medium Value
758,0,42,7,0.0,2,0,1,76209.56,0,False,False,116325.27787278558,Medium Value
725,1,66,4,86459.8,1,1,1,141476.56,0,False,False,119605.94076072224,Medium Value
630,0,40,0,118633.08,1,0,1,60032.46,1,False,False,62162.610588789204,Low Value
627,0,55,2,159441.27,1,1,0,100686.11,1,False,False,56093.9855558458,Low Value
653,0,27,9,0.0,2,1,0,96429.29,0,False,False,94072.8373152694,Low Value
775,0,38,4,125212.65,2,1,1,15795.88,1,True,False,88158.79276297473,Low Value
794,1,45,8,88656.37,2,1,0,116547.31,0,False,True,138654.32297031948,Medium Value
831,0,32,2,146033.62,1,1,0,191260.74,0,False,False,98170.26717299286,Low Value
561,1,29,9,120268.13,1,1,1,173870.39,0,False,False,122998.0333842547,Medium Value
705,1,46,7,0.0,2,1,0,117273.35,0,False,True,84867.09767037889,Low Value
636,0,33,0,0.0,1,1,0,92277.47,1,False,True,10000.0,Low Value
487,0,46,4,135070.58,2,1,1,44244.49,1,True,False,79314.17353787218,Low Value
693,0,38,3,0.0,2,0,0,78133.48,1,False,False,53306.30609533311,Low Value
517,0,29,5,0.0,2,1,0,103402.88,0,False,True,59797.38385234325,Low Value
684,0,27,9,122550.05,2,0,1,137835.82,0,False,False,130952.51500781674,Medium Value
620,0,43,2,0.0,2,1,0,20670.1,0,False,True,61506.63703032743,Low Value
757,1,29,8,130306.49,1,1,0,77469.38,0,False,False,124637.04225595597,Medium Value
739,0,27,6,0.0,1,1,1,57572.38,0,False,False,90778.3349279808,Low Value
662,0,41,4,90350.77,1,1,0,75884.65,1,False,True,66270.17382966979,Low Value
359,0,44,6,128747.69,1,1,0,146955.71,1,False,False,57534.040537166475,Low Value
572,1,23,2,126873.52,1,0,1,67040.12,0,False,True,78848.46239909789,Low Value
721,1,69,2,108424.19,1,1,1,178418.35,0,False,False,117983.51102346584,Medium Value
707,1,32,9,0.0,2,0,0,30807.02,0,False,False,83784.12273389436,Low Value
444,0,40,5,84350.07,1,1,0,143835.76,0,False,False,74569.45380253943,Low Value
523,0,73,7,0.0,2,0,0,130883.9,1,False,False,68309.6857021887,Low Value
685,0,30,4,84958.6,2,0,1,194343.72,0,True,False,120956.91691280791,Medium Value
673,0,29,4,99097.36,1,1,1,9796.69,0,True,False,102945.7816649793,Medium Value
503,1,30,10,136622.55,2,0,0,47310.24,0,True,False,150222.751738813,High Value
485,0,30,5,156771.68,1,1,1,141148.21,0,True,False,109339.78003543828,Medium Value
799,1,28,7,167658.33,2,1,1,111138.25,0,True,False,161491.94393697486,High Value
585,0,33,8,0.0,2,1,0,114182.07,0,False,True,83571.44029876501,Low Value
607,0,24,2,109483.54,2,0,1,127560.77,0,True,False,110804.92934635909,Medium Value
521,0,40,9,134504.78,1,1,0,18082.06,0,True,False,124198.24191695038,Medium Value
535,0,44,2,114427.86,1,1,1,136330.26,0,False,False,100107.04027547548,Medium Value
724,1,45,5,83888.54,1,0,1,34121.81,0,False,True,106481.21654859559,Medium Value
520,1,32,5,110029.77,1,1,0,56246.69,0,True,False,96568.29124771763,Low Value
696,1,41,9,127523.75,1,0,1,191417.42,0,False,True,130055.91404548538,Medium Value
657,1,30,1,139762.13,2,1,1,23317.88,0,True,False,99219.59559193192,Low Value
603,0,42,8,91611.12,1,0,0,144675.3,1,False,True,59796.415271747595,Low Value
726,0,42,2,109471.79,1,0,1,175161.05,0,False,False,76694.26412748799,Low Value
591,0,39,4,150500.64,1,1,0,14928.8,0,False,False,116123.81675928389,Medium Value
792,0,59,9,101609.77,1,0,0,161479.19,1,True,False,72815.40281133981,Low Value
550,1,57,5,0.0,1,1,1,133501.94,0,False,False,72285.03411697074,Low Value
601,0,26,8,78892.23,1,1,1,23703.52,0,False,False,103548.20560133294,Medium Value
820,0,29,3,82344.84,1,0,1,115985.38,0,False,False,101224.85077370921,Medium Value
667,1,48,2,0.0,1,1,0,43229.2,0,False,False,54262.01455047156,Low Value
573,0,44,4,0.0,1,1,1,94862.93,0,False,True,80256.19906031695,Low Value
755,1,62,1,127706.33,2,0,1,142377.69,0,False,False,106815.95073717274,Medium Value
552,0,41,9,124349.34,1,1,0,135635.25,0,False,False,106701.76463456308,Medium Value
598,1,44,8,0.0,2,1,0,148487.9,0,False,True,88066.4754058596,Low Value
576,1,28,1,119336.29,2,0,1,58976.85,0,True,False,99420.94168579743,Low Value
670,0,31,9,0.0,1,0,1,76254.83,0,False,False,112578.34011223991,Medium Value
504,1,56,9,104217.3,1,0,0,55857.48,1,True,False,79234.84261965902,Low Value
778,0,65,7,0.0,1,1,1,77867.23,0,False,False,97229.2226325978,Low Value
558,1,39,10,144757.02,1,1,0,22878.16,1,True,False,97257.66722400894,Low Value
627,1,44,6,0.0,1,1,1,114469.55,0,False,True,94924.46828982391,Low Value
683,1,43,8,0.0,1,1,0,96754.8,0,False,False,74498.45070444448,Low Value
556,0,43,6,0.0,3,0,0,125154.57,1,False,False,46436.199424529834,Low Value
583,0,38,10,0.0,2,0,1,113597.64,0,False,False,113996.1610210317,Medium Value
705,0,24,7,100169.51,1,1,0,121408.55,0,False,False,90047.52207449806,Low Value
637,1,33,2,145731.83,1,0,1,109219.43,0,False,False,98614.28941900292,Low Value
697,1,56,5,110802.03,1,1,1,50230.31,1,False,True,89374.14902506112,Low Value
555,0,46,4,120392.99,1,1,0,177719.88,1,True,False,78238.22925720364,Low Value
594,0,26,6,135067.52,2,0,0,131211.86,0,True,False,113530.63892083275,Medium Value
632,1,31,3,136556.44,1,1,0,82152.83,1,False,True,66051.91255118756,Low Value
551,0,38,10,0.0,2,1,1,216.27,0,False,False,124067.23013562286,Medium Value
687,0,35,3,99587.43,1,1,1,1713.1,1,False,False,71426.04255386282,Low Value
672,0,53,7,0.0,1,1,1,136910.18,0,False,False,118600.60457016474,Medium Value
521,0,34,7,70731.07,1,1,1,20243.97,1,False,True,79472.57414757853,Low Value
686,1,35,2,109342.82,2,0,1,86043.27,0,True,False,87280.56729013019,Low Value
639,1,28,8,0.0,2,1,0,126561.07,0,False,True,94150.54225325439,Low Value
850,1,66,4,0.0,2,0,1,64350.8,0,False,False,95147.93261859335,Low Value
465,1,25,2,78247.31,2,1,1,10472.31,0,False,False,105085.17224899294,Medium Value
817,0,55,10,117561.49,1,1,0,95941.55,1,False,False,100977.0554152395,Medium Value
578,1,23,10,88980.32,1,1,1,125222.36,0,False,False,119757.91219219472,Medium Value
611,1,34,4,0.0,2,1,0,170950.58,0,False,True,54498.444364527604,Low Value
616,0,41,1,103560.57,1,1,0,236.45,1,True,False,38410.1385125677,Low Value
517,1,37,5,113308.84,1,0,1,31517.16,0,False,False,91324.9161494884,Low Value
637,0,40,6,0.0,2,1,1,181610.6,0,False,True,89882.14260234333,Low Value
806,0,32,3,63763.49,1,1,0,156593.09,0,False,False,82572.44165304731,Low Value
633,0,29,7,169988.35,1,1,0,4272.0,0,False,False,130462.4720522169,Medium Value
624,0,35,0,180303.24,2,1,0,163587.9,0,True,False,107732.48155787578,Medium Value
691,1,52,3,0.0,1,1,0,175843.68,1,False,False,15395.150455577786,Low Value
819,0,49,1,120656.86,4,0,0,166164.3,1,True,False,103173.72481864168,Medium Value
568,0,31,1,61592.14,2,1,1,61796.64,0,True,False,100453.24263974783,Medium Value
806,1,48,4,164701.68,1,1,1,21439.49,0,False,False,113248.65514816741,Medium Value
726,0,26,1,80780.16,1,1,1,19225.85,0,False,True,80211.27279992499,Low Value
552,1,36,8,0.0,2,0,0,132547.02,0,False,False,82742.13913675037,Low Value
755,0,30,6,154221.37,2,0,1,62688.55,0,True,False,129630.74584301311,Medium Value
634,1,26,8,0.0,1,1,0,21760.96,0,False,False,75537.80360612631,Low Value
756,0,26,5,101641.14,2,0,1,154460.68,0,False,False,122378.56861670663,Medium Value
776,1,37,2,0.0,1,0,1,8065.0,0,False,False,69588.98932688433,Low Value
649,0,45,5,92786.66,1,1,0,173365.9,1,False,False,52032.9946663748,Low Value
595,1,32,8,131081.66,2,1,1,69428.79,0,True,False,130870.5167961191,Medium Value
646,1,30,5,98014.74,1,1,1,12757.14,0,False,False,109294.98909393325,Medium Value
592,1,38,8,0.0,2,1,0,180426.2,0,False,True,81287.05017489879,Low Value
574,1,26,8,97460.1,1,1,1,43093.67,0,False,False,132704.14101480087,Medium Value
850,1,36,1,104077.19,2,0,1,68594.0,0,False,False,102489.73897262478,Medium Value
850,0,29,1,0.0,2,1,1,197996.65,0,False,True,86016.08270902262,Low Value
475,0,46,10,0.0,2,0,0,122953.0,1,False,False,74309.20998247707,Low Value
642,0,39,4,0.0,1,1,1,76821.24,0,False,False,54396.46080480362,Low Value
710,0,51,4,93656.95,1,0,1,141400.51,1,False,True,56270.260656230676,Low Value
596,1,30,6,121345.88,4,1,0,41921.75,1,False,True,88617.84062515886,Low Value
609,0,39,8,141675.23,1,0,1,175664.25,0,False,False,145934.6436411262,Medium Value
797,0,31,8,0.0,2,1,0,117916.63,0,False,True,83198.36744929064,Low Value
504,0,43,7,102365.49,1,1,0,194690.77,1,True,False,100676.35942801903,Medium Value
735,1,50,9,0.0,1,0,0,166677.35,1,False,True,49216.12281611133,Low Value
680,0,30,3,0.0,1,1,0,160131.58,0,False,True,55979.87883836444,Low Value
449,1,52,6,0.0,2,0,1,123622.0,0,False,False,107018.19943081451,Medium Value
685,1,57,7,101868.51,1,0,1,113483.96,0,True,False,139455.65585790947,Medium Value
569,1,38,8,0.0,2,0,0,79618.79,0,False,True,105730.79451963678,Medium Value
631,1,35,9,112392.45,2,1,0,24472.23,0,False,False,130941.16996711772,Medium Value
595,0,25,7,106570.34,2,0,1,177025.79,0,True,False,141649.47710973755,Medium Value
461,0,28,8,0.0,1,1,1,103349.74,0,False,False,90596.3129904142,Low Value
630,1,50,1,81947.76,1,0,1,63606.22,1,False,False,65189.95451399965,Low Value
661,0,31,7,144162.3,2,1,1,14490.79,0,False,False,128882.8470040576,Medium Value
796,1,39,5,86350.87,2,0,0,105080.53,0,True,False,91035.07819893231,Low Value
710,1,47,5,158623.14,1,0,0,83499.89,1,False,False,79433.98131106856,Low Value
